road_type_score,avg_speed_kmh,turn_count,elevation_gain_m,weather_score,time_of_day_score,distance_km,sharp_turn_count,u_turn_count,intersection_count,signal_count,roundabout_count,lane_change_count,traffic_density_score,comfort_score
0.7,22.206395440658206,48,206.52640387294977,0.08265506178982107,0.75,41.69439931003475,19,0,48,19,2,6,0.577608070244265,36.79282827503168
0.85,23.106578203488105,1,68.02747408332351,0.6348213175298393,0.95,42.855138293926835,6,0,1,0,2,4,0.8589172071482467,78.4233632016736
0.55,72.76884555134733,66,10.5556028224856,0.2165220322350051,0.95,39.58785495624478,1,4,79,23,2,7,0.528053710412912,48.02128277256242
0.85,67.85259319775562,10,17.89126382402706,0.11606365065067403,0.4,42.53272355833218,12,1,21,8,6,3,0.842841624239081,69.6655037005495
0.7,80.44711068262481,49,112.05663110386863,0.8928712523281018,0.75,37.793072730253336,8,2,50,10,7,6,0.22565991594562346,56.42566388407388
0.85,94.37330551591943,34,23.276535506809402,0.6396449437580538,0.75,46.93673782328405,14,2,39,8,2,4,0.3076951812320814,63.36671411330925
0.35,72.27346269399328,14,178.99175998003622,0.2435465459219237,0.75,29.24322025979045,14,3,16,4,4,2,0.8047795262826081,52.63712272802235
1.0,24.02663828962991,74,194.17635341222268,0.3867822977401486,0.95,29.549484782723123,0,2,88,22,6,7,0.2915113942505346,46.49356640062168
1.0,31.90983550888696,30,112.04057159491468,0.9732765453533918,0.4,43.13558551283438,19,4,41,17,4,5,0.7470088324531365,54.66600369007112
1.0,85.79743577858031,61,222.8634227155052,0.8621820528796287,0.75,18.121361789211242,2,1,68,32,0,3,0.7788590385020315,67.41947992589138
0.85,28.83754682507877,27,147.01275605087318,0.015581795500515971,0.75,3.4540353559259795,0,4,31,12,5,8,0.7297562857503372,56.19868598734365
0.55,16.527008525903327,24,129.06855102062462,0.9798009951323443,0.75,37.74291437450997,18,0,26,10,0,8,0.8545857001644273,56.055880533163304
0.85,73.29520486380254,24,122.09642663703751,0.36852947334645736,0.75,13.47486979110777,19,0,37,7,0,1,0.6092936560970912,59.039795827755015
0.35,46.22737199411279,74,129.3319462036612,0.6954181659859248,0.4,24.237554789468053,12,2,81,28,5,9,0.9176296501787848,36.171262551008795
0.35,92.80360472913132,0,290.36629498032556,0.7126765646091936,0.75,12.781551948050462,14,1,7,3,2,8,0.6555969821363796,66.25700782098541
0.7,68.52295639842953,58,204.4221180115313,0.9116844357070274,0.75,41.527451749381726,12,3,59,23,7,3,0.6062983749840569,43.66069376603403
0.7,18.137708001249468,68,94.56295414833001,0.8850608762036146,0.75,47.95635528889437,17,4,72,19,5,8,0.6075098479160339,37.724757682706326
0.85,95.30709105282946,73,220.1579610616696,0.2817295914496609,0.4,3.6961320764288033,16,3,75,34,3,9,0.9296657739876937,44.520702420018885
0.85,33.27015372762213,41,99.08021649687481,0.6435354782857309,0.95,12.43520994171975,0,3,47,22,6,7,0.39495682862941117,52.599845322281816
0.7,40.34912413656572,33,37.71447233540286,0.39370542292900446,0.95,10.288544066950196,14,3,34,9,2,9,0.7560283538969625,53.17628689932296
0.7,46.203437231518784,65,142.60810723669474,0.5255437364597197,0.95,33.98697212433186,3,3,73,19,7,2,0.39409263053198923,45.93729305695753
1.0,14.610186676388192,17,225.30715774152424,0.5546785254349391,0.95,22.005241588991765,1,4,18,5,3,9,0.27373998283821915,61.83006166885266
0.7,54.686388000754434,76,113.29797326619637,0.39634344583103676,0.4,23.356821512197147,18,0,86,18,0,6,0.9629951021065921,42.50273014149144
0.7,21.0986641967763,4,260.7522426142029,0.4638940204404267,0.4,8.696875134636809,7,4,5,2,2,1,0.3037803036446636,56.02632803197401
0.55,46.087329401951656,19,116.08581122632795,0.20834226792101118,0.4,21.321997434959982,15,0,24,11,5,1,0.7489546012378996,52.98967611127898
0.85,41.563880919287584,65,104.95170765201952,0.6076463832614718,0.95,15.858185750545742,7,0,67,26,5,3,0.5396469807070883,50.69140527738776
0.85,79.55560750838531,74,299.47317415898,0.7589598154427607,0.75,30.948354818863248,9,4,76,32,6,9,0.8696810933041996,55.02706937243429
0.55,82.2853460469458,61,144.74160689701964,0.42974120412327454,0.75,11.644673208101306,15,4,75,30,7,6,0.8185617464296466,37.69722892897535
0.55,23.80715941501792,31,241.56636291405184,0.9776800882040687,0.95,31.12575571517632,4,4,40,12,7,3,0.315014739635786,47.18467361416604
0.85,42.98960686413036,57,241.49641681797675,0.05722640741146856,0.75,19.509514401087323,18,0,58,22,5,1,0.5742533952969806,38.82013375119573
0.85,43.60178449286485,49,277.9108011297538,0.5891606817472145,0.4,17.968433539391423,5,4,62,27,7,1,0.2220258253803813,38.98567283551687
0.7,23.626939954247653,37,25.468516335091095,0.583600773443762,0.4,15.97227507388967,9,1,49,21,5,4,0.543618811251251,42.21082005820624
1.0,81.86081545460715,54,81.36608292805269,0.03629627841074945,0.4,34.01784120726567,4,2,58,13,0,2,0.7601726578078192,59.63327679641355
0.55,73.65054955018809,27,230.3244274639302,0.22457017239773802,0.75,28.558501866215817,18,2,38,12,4,2,0.38572497118569365,48.49042560180308
0.7,27.134360766733124,73,168.78044771956948,0.9055425836495654,0.75,42.734363300104945,18,1,83,26,0,0,0.8480267252781155,45.143444183989494
1.0,43.004971773441916,21,167.88448270636016,0.5445140446092138,0.75,12.838898701194108,12,2,25,10,2,2,0.2425318609550451,59.72573095342654
0.7,19.522452237086277,42,49.86459056107224,0.4363858749678805,0.4,2.965859391151032,14,0,48,16,7,3,0.22765308972814965,38.844932893408306
0.85,66.53859373837395,35,84.34590423417893,0.41549644553683884,0.75,9.919150610057592,7,4,42,12,4,5,0.22196203844908827,61.29684037231796
0.7,20.92347320937577,51,156.40022571502033,0.8881608320201092,0.75,17.824461852114943,10,4,58,23,5,5,0.42402149724814664,41.01448984741008
0.7,98.7340751762426,35,83.15440940238635,0.3670311756215858,0.95,9.803094525117412,0,4,46,15,4,4,0.5736846469207967,57.16040745243447
1.0,80.26138672190761,27,63.08483780961453,0.8591668623262577,0.75,5.092023197811645,3,1,40,11,3,3,0.28595760981587603,72.36009735159035
0.7,45.12146946255955,77,26.326816730998836,0.3091925993094502,0.95,22.821585185308862,12,1,79,36,1,5,0.9973948759127247,48.87169299669599
1.0,62.0707539051419,57,46.71780357700367,0.5315039845028434,0.75,34.16974952386952,6,0,62,14,4,4,0.999648865200111,63.4619656053233
0.55,92.02076345947678,35,230.6603287475919,0.1438197695359088,0.4,37.8269675807449,6,1,49,10,7,9,0.6158418929165033,55.82116259597614
0.55,59.86893523562435,69,215.63375417541465,0.8250303122434446,0.75,20.537638911211573,5,4,80,19,1,0,0.6544076277836033,43.419706559920144
0.35,25.704863775815966,8,13.75010530461348,0.7359748710048278,0.4,24.424185132805366,7,0,12,2,0,1,0.9414467037407754,61.575767580897946
0.85,44.083302002304336,20,60.9852256032333,0.5300930634747665,0.75,38.01805417536523,11,0,23,8,0,8,0.8158342234423597,68.3147325300931
0.7,85.88303785267709,63,168.13660401981488,0.02590130747897279,0.75,18.282683685108907,17,4,72,27,7,9,0.33435814272695197,37.479685195767686
1.0,67.97917143906561,75,96.78835327103195,0.48125733185755404,0.75,39.453544352130656,14,3,80,26,4,3,0.8339911320173932,51.57640351381857
0.7,68.56519459004203,60,246.97488080385915,0.22519652822524683,0.95,48.401427214349525,15,4,63,16,3,5,0.38475226647444744,43.85013194293327
1.0,88.01393371196403,39,235.49679229864407,0.4133742958750194,0.75,44.14355054372764,0,0,52,12,0,4,0.5441982613850987,70.20108577479802
0.55,90.45757517162542,55,267.4741673874329,0.8564264888586445,0.95,23.22617149766433,9,3,62,21,1,1,0.6260065964475645,45.483972224029216
1.0,92.78133146014926,3,168.87936945153479,0.769603305350733,0.75,29.396406249557316,14,4,11,4,4,0,0.7735994392148495,79.47953120927065
0.85,18.53642739278405,30,105.62294394272955,0.24195290950759718,0.75,36.10489294614726,12,4,30,8,6,0,0.32012023817779567,45.18445261347513
0.85,58.97134017667908,26,181.81940885547533,0.9849534329255505,0.75,18.115721679372857,18,3,37,9,4,0,0.26093588383048005,58.69515185563692
1.0,76.64585690964867,57,26.74100392363734,0.9032105062904678,0.95,40.16266689883801,12,3,57,12,3,5,0.8928986638885485,69.17711960044596
0.85,78.12341606143124,24,2.8758053224402835,0.5286734431337664,0.75,22.408932768746016,8,2,27,5,4,9,0.8614339930296386,75.08545876215446
0.85,64.60445817730034,68,5.12805603610661,0.5301503202879133,0.75,42.49523634692127,15,3,73,16,2,6,0.6186122735336222,55.628683278310085
0.55,25.010860166530676,69,122.26288138026484,0.9012659650033024,0.75,13.481960851377208,13,1,76,32,1,6,0.7298910430737249,42.13266444874465
0.35,81.76784985474978,4,68.42327823091898,0.6361448084392319,0.4,1.557524760308782,8,3,18,5,6,8,0.775441055647079,65.60773735231078
1.0,74.81002001634512,7,47.201311740014305,0.5366884118627729,0.4,32.00173140264638,17,0,21,4,5,2,0.5812250856527237,75.953673286239
0.85,17.752219439413267,8,184.59780468545114,0.7491485236809293,0.75,23.142566757163156,3,3,19,6,6,8,0.4057843884648075,57.86792968835543
0.85,51.74288422069387,14,298.52851278395434,0.23509711527075228,0.95,3.931332733860453,11,4,25,9,2,0,0.5851139257636355,56.53632234555127
0.7,25.65796595696232,6,53.32596108466091,0.8783774196955995,0.95,24.893005300580704,4,1,6,1,2,1,0.9606383927810189,72.41853152917929
0.55,40.37293411416747,71,163.92642726418163,0.5314152404080543,0.75,9.25992242565423,10,3,73,17,1,6,0.8702660108500289,39.40646585812921
0.55,11.62729829851169,14,35.91825419996814,0.6034992949717009,0.75,31.8577089713721,4,1,25,10,4,1,0.5724379994014585,57.630596541402035
0.85,46.02968815696824,36,280.2709323216417,0.0899438712548345,0.75,22.807233304601304,18,2,39,15,7,9,0.38046322669819466,43.8360028143391
0.7,59.48892290405894,38,87.5265505711755,0.3095089587622316,0.4,9.385112843342643,6,1,47,14,4,3,0.911691542322725,54.70620121435332
0.55,65.76243335443782,5,263.50194601301354,0.4267353366720945,0.75,21.18500841339207,3,4,6,1,2,1,0.7105928724673842,62.72785574979428
0.7,69.71413106158391,56,84.92293177511306,0.4139095234360195,0.75,12.402731600695969,7,2,68,16,5,1,0.5237919651443945,49.20525334061827
0.55,85.2662181792214,18,241.81574405601586,0.7782843661784579,0.75,33.00174224317282,5,3,26,11,1,0,0.28932603282319125,64.28456333209732
0.85,29.391661654815703,62,62.81440003373181,0.282322397490008,0.75,15.462025328240786,5,1,64,24,0,8,0.8014109098834157,46.80142597743793
0.7,20.843364019462115,30,87.83682904603332,0.18210926234306601,0.95,41.27885015251385,3,2,44,9,1,9,0.4535778980260153,49.24632519780988
0.85,86.6383454708133,74,57.74260962109019,0.5826172514622532,0.75,1.693997069084102,13,3,77,24,5,2,0.6850447314271815,53.097475648117054
0.7,24.09515334033849,78,79.2779633548967,0.6150148583670825,0.75,20.767480850572447,2,3,92,43,2,0,0.6556937856438317,45.31283220755564
0.7,97.72840732025757,9,250.45972659999458,0.12158330708624088,0.75,31.236942323810585,9,1,12,4,1,9,0.7596984617875178,67.43807609268566
0.35,85.82844064587732,66,191.70974926400925,0.0024685029859959906,0.75,2.107805938008985,5,1,66,19,1,5,0.6300968861057776,37.6114325899542
0.55,55.07889453006392,61,121.7639006511672,0.9176490800218589,0.75,11.576253223678679,17,2,65,25,6,7,0.7043292426388124,44.61116552163667
0.7,98.32792824298227,2,291.45630812464685,0.07963699711333405,0.75,17.043578016943535,9,1,6,1,0,6,0.2652339349966817,71.40050831653286
0.7,18.76390561972038,17,139.45845813887212,0.8978669319420002,0.75,2.070383174534868,8,3,18,6,3,6,0.7322229381348118,63.36522469149205
0.85,37.27591850575915,24,290.9279913776554,0.3992148743864111,0.75,27.787844537682854,15,4,38,15,3,1,0.35535271615895997,43.10208788032773
0.7,67.44019735365504,19,58.976076873258066,0.6530559079950671,0.75,31.912551065139663,19,2,19,8,7,3,0.5135845795061655,63.66943610137374
0.85,41.500618162586086,57,271.3915281344848,0.18561469070639625,0.4,12.148590338838611,3,4,61,24,0,5,0.6100276181139634,46.871032938335695
1.0,93.55352967827126,49,4.146661229248405,0.8239170278274891,0.75,27.630653639090543,10,4,53,16,1,1,0.7495017412263765,62.841058758298274
0.85,15.90634793600358,78,163.59096070972723,0.1801933868998743,0.75,49.95721756871737,11,3,84,36,2,4,0.7939418744477806,37.20587682693144
0.35,59.44706488548681,9,126.91571828760443,0.3865091483149067,0.75,44.45904509961866,18,4,19,8,0,4,0.7639381392739726,48.102752745095316
0.7,63.1779640655603,20,157.52635364159377,0.23802577948082637,0.75,3.8743807484240027,9,0,29,9,3,2,0.2760843672128534,60.43556967292645
0.55,68.74553113995017,28,166.0334495843097,0.8375059576869368,0.75,7.266240756399936,6,2,37,7,5,1,0.5095231769528189,59.74060344211296
0.55,33.0099600998633,9,116.70940622031328,0.8583358136488795,0.75,25.22576274611703,6,3,10,4,7,6,0.4245320577738938,58.45481902654487
1.0,42.8109784767878,12,299.45935406582856,0.37202888937023126,0.95,13.014854628371033,17,1,25,6,3,7,0.5187372194921982,63.43675422645462
0.55,85.93124766984799,46,292.95215709018777,0.3073784710042736,0.95,4.967492621664714,2,3,58,13,7,3,0.7174985475567517,55.077639908409914
0.7,27.544849207314385,22,288.52361301137853,0.7735653751951652,0.75,13.473170144540223,11,1,33,9,0,3,0.35433658100713905,49.90691980033308
0.85,84.41810624560259,49,293.72551421297635,0.8785119718112512,0.75,3.997726786016325,13,3,62,19,1,8,0.6016794947790549,48.95469178131568
0.85,60.63898806124681,3,237.90371963081955,0.6240199941140638,0.75,26.965709663666797,19,0,10,4,7,3,0.9078972568404642,72.27291837476095
0.85,78.59687600746739,66,296.57714370789955,0.9274036757291033,0.4,25.02225507986114,1,2,70,22,4,9,0.7849014860487176,59.53330699751225
0.35,74.22466296371243,52,267.7080675825426,0.3830438128500836,0.75,1.3099815242513588,8,4,56,12,2,2,0.7802920889515601,42.72434539977693
0.7,28.676034584639112,1,124.77979110972633,0.15188640201736225,0.75,24.64330338655253,9,3,15,5,6,0,0.8789731024735239,62.49925564971873
0.85,61.193146279048555,67,235.43313251502232,0.17964298231704134,0.75,26.470452215788555,5,2,75,30,4,2,0.5193959940859278,42.118563974127
0.55,88.09508375245831,64,273.6203535376877,0.66983195229722,0.4,30.679483309568344,16,2,78,34,2,4,0.8075862667240523,40.18280912118452
0.7,48.89046131217364,78,213.78182207612775,0.40752642307861653,0.95,48.53488649591872,14,2,79,25,7,1,0.2469635357024089,37.69041032888831
0.35,96.9931693200985,56,126.83470216968118,0.1563145983418177,0.75,49.15192892554802,0,2,65,14,4,4,0.24514157150334503,40.44722963899481
0.55,50.69935900915463,69,19.737072604927576,0.2922268549036079,0.75,26.819536222870287,12,2,83,30,4,8,0.46543892556596955,37.779405819264205
0.7,22.850707300109622,6,242.9090811181763,0.5306050720327485,0.4,42.414148182879345,9,4,16,3,2,9,0.357477572895348,50.16148673870292
0.55,45.04912120699059,18,285.82286193794107,0.12144526696213642,0.75,5.1731227295251525,11,4,19,3,5,5,0.6148308669158686,52.1217450702539
0.85,95.65321657514835,43,108.73897806897791,0.003442498944409733,0.4,27.026576499073695,15,3,47,20,2,2,0.3465619689619468,47.8774887549468
0.85,38.77487644058688,62,45.57181529668188,0.9172980474956126,0.75,34.26610290197412,1,1,62,19,3,4,0.9804591009897383,61.08916914873263
1.0,88.12883438803566,64,97.95115184116672,0.3048611907780857,0.75,28.67171215890787,2,3,74,26,1,0,0.8808841048634568,64.40681648769728
0.55,89.31256135137008,38,174.78670745347387,0.22149814534298629,0.95,12.305328728255066,7,2,42,16,1,7,0.9860269592391859,58.93589282069812
0.55,41.516787189876496,25,95.07870098467085,0.6984808097281888,0.75,4.0702413289259365,19,1,29,9,3,8,0.8462104202837168,57.099994166193625
0.55,17.493189224556893,43,183.18561905890618,0.8534027221808783,0.75,19.94679494418429,14,3,50,10,5,4,0.96088775722708,43.297967179288946
0.85,75.21021182429364,11,290.05566967338916,0.6322787673435242,0.4,32.73448239155118,18,1,16,4,4,8,0.49448418227015056,64.04004622941659
0.85,38.03610691125874,21,201.22034799230477,0.2544827540985316,0.75,49.593940609122534,17,4,31,8,5,7,0.5983240622968253,45.80712631172241
0.35,80.46312528318151,76,108.7978098856865,0.8616366233543087,0.95,12.590139117813365,0,2,81,39,5,7,0.39183507297398923,48.72287341961837
1.0,49.83893634343898,13,280.7258914414605,0.5104271961272193,0.75,45.971705575857804,18,1,17,7,2,1,0.7086448509702135,67.38132273394095
0.55,53.67400681083594,29,169.69058061034318,0.3811908029602469,0.75,4.344808576737936,1,0,33,11,0,4,0.8305842414590987,58.86926247334857
0.85,80.01184660736831,43,38.51171955977,0.604726119632974,0.75,46.618474422274936,4,2,50,10,7,7,0.5989937361348623,65.96164252125672
0.85,44.41269979554651,37,149.69430155812847,0.7006122236383164,0.75,41.78597162563147,17,4,50,11,4,2,0.43709827089224573,42.46562442957196
1.0,49.881461079062305,58,196.09093347301499,0.5938298741151422,0.4,2.0263222838605492,15,4,58,25,1,0,0.6061377551327407,43.16477585526312
0.85,43.85714218926599,41,251.47630974502155,0.9202454457228059,0.75,15.611083330344567,9,3,49,23,2,3,0.2503161758851176,45.35937804016426
1.0,43.0606463749552,51,280.9430360122942,0.6280178059990537,0.4,3.496876030248143,2,0,56,11,7,3,0.7768955614563928,55.87490379619783
0.7,57.33519192113135,62,95.22484011491557,0.8785807126255765,0.75,49.77978770494842,9,1,70,33,3,9,0.5612855771616174,54.50400852501401
1.0,82.79195000510356,60,46.65370922371104,0.5869584351538735,0.4,21.964356224605037,12,3,61,19,5,3,0.9185873748402358,61.756068878692666
0.55,42.559148073030926,33,22.148592658164723,0.3296795737301249,0.4,33.44650246092123,9,4,35,9,4,3,0.9386002474129107,47.037671494144696
1.0,57.182924848396304,38,221.50638081248485,0.5322968174831954,0.75,12.475338166296954,10,1,38,8,6,8,0.3004038482917084,57.04321845823504
0.85,70.36545928983408,40,238.5474758146296,0.08633668965160257,0.95,46.753075694710034,6,4,44,18,0,0,0.9968887898544934,54.50959005101678
1.0,34.24955016732895,36,122.81193807845005,0.2301746338957943,0.95,14.434530338434111,1,4,37,12,4,8,0.9758580116198723,61.889416813762004
0.7,34.977052441215335,64,118.7776221520887,0.7662316622037167,0.95,13.750515757812627,18,0,74,33,3,6,0.7017051306039603,43.85662720335028
0.85,94.00718143211093,78,286.27110949638956,0.6614756106844261,0.75,16.415404701126292,17,2,78,20,0,4,0.8603581380051339,49.161498788284064
0.85,75.11811159979797,31,275.00439752409824,0.16651871053386136,0.75,23.661969067884616,10,1,39,15,4,1,0.21474958362815083,54.594224059853474
0.85,61.9468008600978,7,69.97977057511297,0.4380151762580812,0.95,1.9081035852558403,16,0,17,4,3,9,0.9763084317526056,73.96254230232847
0.55,68.29480489785507,17,234.24229432494218,0.14199220593024975,0.95,30.294037506276137,2,4,25,5,7,9,0.5650511411912409,60.6140801236717
0.55,12.636949879307654,44,186.81011886988202,0.855817856373974,0.75,2.551624059896169,19,4,49,11,4,9,0.9277601779331617,36.37177384208685
0.55,65.62926690055272,32,46.26682173589197,0.10916970175428886,0.75,27.420921899240064,11,0,42,18,7,3,0.5080998845749705,50.588206397627594
0.55,55.855798590178175,4,107.03131412596811,0.6542349967603346,0.75,23.436360206923485,1,1,14,5,6,3,0.8305411741922575,74.0450251186842
1.0,59.11747118014921,73,53.24188239224475,0.6070000009781692,0.95,12.884805848684099,0,4,80,19,2,3,0.534356685990715,57.68235668093937
0.55,42.348144414773536,35,88.54681164655159,0.47277664564684985,0.75,17.15863284137051,8,1,47,14,4,1,0.49016529168431167,44.19600866251558
1.0,17.33265079416477,22,184.5903527320055,0.2782346226641418,0.75,35.577330750988814,18,0,36,15,5,7,0.9574206422037557,58.17266924629932
0.7,27.400531025084696,39,112.5796413130319,0.4039564999930294,0.95,1.470278473698421,7,4,49,13,3,3,0.7592892271173615,46.49491750770564
0.55,95.56702418914045,4,118.21785595075715,0.806391300461047,0.75,16.515709763262226,8,3,18,8,1,8,0.8720648723191717,70.1093143804627
0.85,46.78296060438406,33,161.89418778515693,0.7615508155461025,0.75,34.3345654540785,6,3,44,20,7,1,0.6346865099973775,61.12246957388621
0.85,52.001484024777774,23,26.167241652516825,0.7388091151611365,0.75,8.461419404724953,3,4,31,11,3,6,0.9346789961265549,73.35569842369752
0.7,14.743881086809509,16,221.63918695482445,0.7498235843610578,0.4,28.458897055119063,15,2,30,11,4,4,0.7919683655121414,50.62375845972217
0.85,13.380960658958253,70,120.51286002400201,0.14388637435533913,0.75,9.277713495652922,5,4,74,29,2,4,0.25773412060354,31.826828233284616
0.85,74.54633023420818,21,144.11912646069607,0.09909645036243164,0.75,8.583331965992981,17,4,35,9,1,6,0.8134966112950099,60.56323990791979
0.55,58.42851977090002,14,292.2899186563895,0.8614986228540221,0.75,38.84172469046409,1,4,15,4,6,3,0.2149683737313632,56.90481643672069
1.0,55.783538579464,14,103.3100664954762,0.8371745703444439,0.75,14.059742311755747,10,0,28,6,6,2,0.863255137647849,75.20660976050573
1.0,31.88120773804018,24,194.46568079217764,0.6813183040463634,0.4,19.41268682867384,4,4,38,18,5,8,0.4654928417585251,52.01650597005848
0.85,77.027565846693,52,117.75129518874321,0.6059057453155382,0.95,36.77088521562352,16,4,55,22,3,2,0.6786277951294004,49.32111816221702
0.55,25.14129211976427,20,268.28481560510346,0.3668717064823884,0.95,9.79646042660584,4,0,22,4,1,4,0.7995016146807532,58.67123154478453
0.85,27.094126929491804,65,254.02688009851184,0.22408259157800325,0.75,27.055114045310024,2,4,74,26,2,1,0.70957196914164,42.51528578037739
0.55,51.464095421344794,31,72.4872815287153,0.6676564377298364,0.95,45.97316352446849,18,3,37,11,5,6,0.7378961849812913,54.12766251059032
0.35,35.76518759007468,20,207.52371378327018,0.9130346380824769,0.75,28.137514149545943,7,3,29,12,0,6,0.9141325947732082,51.49630239597572
0.7,32.27166831098317,67,19.551598769162105,0.43699657573815,0.75,3.3934425645480424,10,4,76,23,7,4,0.4991775864190561,38.69307212826682
0.7,68.07138800979985,43,288.955616858967,0.30321247022290354,0.75,29.895166459178423,2,0,52,20,7,7,0.6377161198552275,56.25946807507733
1.0,68.587457069669,65,104.69703240424725,0.2707418134894911,0.75,5.417516576205493,2,4,72,17,1,8,0.3399429633941658,54.507384440951114
0.85,84.20653628199364,13,249.5528317754301,0.023705242899748624,0.4,14.82410248123087,0,4,25,9,3,3,0.574034465737157,63.676651290509426
0.85,47.593771027567826,14,95.52940982319298,0.5203167221940654,0.75,42.63408016183206,12,1,18,5,7,1,0.32002909665955964,61.0143951993296
0.7,16.57765819235352,19,189.83122235906163,0.9882360298548315,0.95,1.5423872753622785,9,2,20,4,2,1,0.7068684368812124,55.096631881607465
0.7,34.62997464293119,33,295.07723759529955,0.8152377161393224,0.4,4.7736521245664605,5,0,44,16,6,3,0.45940111245103205,52.432260754132386
0.7,98.20049168771352,35,263.02495893948907,0.8974747181652583,0.4,18.804842305338177,10,2,43,16,7,5,0.887211584432475,60.3961695659332
1.0,63.66327177094319,8,48.10977297147222,0.6211640962755061,0.75,49.97039811506812,7,1,21,10,3,5,0.47486210401760487,74.0519139201406
0.35,73.87633763209183,70,164.24652994484137,0.48144641048275083,0.75,15.301331397520316,18,2,70,28,2,1,0.42946711376976804,36.965886582052406
1.0,10.662204666287309,29,104.55953463440704,0.9904570074037514,0.4,8.70645631806553,10,4,33,11,3,0,0.5930166371637715,56.58982396712048
0.85,56.63851589642688,76,130.30165549448753,0.4471621106388469,0.75,27.921684509564198,5,3,87,41,7,1,0.34026296542849477,51.7722579940484
0.7,13.37757917786228,62,100.55493876563058,0.9168305757134467,0.75,26.443496056949765,11,0,73,32,6,7,0.3630449023281145,39.87818907753344
0.85,61.230719088230316,34,100.78777445865394,0.761844808783735,0.4,23.03135983301304,17,0,36,13,2,4,0.8265168603297619,60.03907580819713
0.7,92.86937646724678,12,162.76597313298342,0.33097842523805265,0.95,47.38603385010449,2,4,19,6,6,2,0.5977803221575135,69.1898405804547
1.0,97.15772174503671,78,57.58920273694578,0.503062183252985,0.75,14.727319176575417,12,2,85,41,4,8,0.3650735552837195,51.06791193112848
1.0,58.649740785003175,45,161.2186275700094,0.3843292217637013,0.75,15.372887233836344,3,0,57,21,6,6,0.22521824579159172,50.38221153274415
0.7,51.23843247269944,55,83.68963115949028,0.1362232741659649,0.75,7.872591597967124,8,1,66,27,3,7,0.5731819661034807,41.837184401885565
0.7,95.05153848236446,8,86.69487127253988,0.356766581562193,0.75,35.16711287789259,15,1,19,4,2,5,0.7941041043226931,67.9617708927676
0.85,70.62488487970256,35,221.62440871068682,0.8889728842800945,0.75,16.747104082946375,11,2,35,14,0,6,0.4809520513527991,57.4248348766663
1.0,15.840935158456851,2,8.878081067980737,0.752635685349068,0.4,40.33427435923697,19,1,5,1,6,2,0.398371415734463,64.61747549573622
0.55,51.91530199007478,18,114.28372880214212,0.277581074301662,0.95,48.61613599127309,6,3,29,6,2,0,0.517103648390939,56.37210445385149
0.85,31.622051661787353,27,122.26031404609353,0.3679133130975384,0.75,3.140576857539007,11,4,41,18,0,0,0.9673036358284324,50.690847925993744
0.85,52.28238893038134,22,145.53304191545183,0.6164339230065218,0.95,49.662972612848115,7,0,31,12,5,0,0.5385296752144911,63.12073481671726
0.85,50.99190148057256,6,200.70330741886158,0.4161398150084874,0.4,13.451107091497136,14,4,20,6,1,6,0.40771047002047667,51.14899817781136
0.55,62.39303225332678,75,110.90603482112597,0.5030441163645629,0.4,21.58540750547185,1,2,82,27,2,1,0.655394031995338,47.580278052549346
0.85,42.109344131432614,13,63.941131291936514,0.6981684110959824,0.75,39.109424370141916,10,4,21,5,1,5,0.8485949934127486,68.26248300690108
1.0,24.784340451033525,45,265.4618521638926,0.46725084814402074,0.4,33.601225964826895,4,0,53,10,1,0,0.21786583841871085,47.348334252126946
0.55,55.334749113096066,14,294.31158800436356,0.1909697896671958,0.4,39.14340912090879,5,0,15,4,7,9,0.6464813489832757,58.64656803544113
0.55,84.71825959111858,66,6.004407951879842,0.5205739373148293,0.4,23.85026877022408,18,2,74,18,7,7,0.8690499289783584,49.3985189551367
1.0,69.7611005260842,14,163.94005530020937,0.35611823021709244,0.75,45.88728685007031,13,0,21,6,7,4,0.37249900506337,70.33833019996936
0.55,40.45310793326942,50,102.51071373275946,0.2907342284586226,0.4,39.7070994648504,6,1,60,27,4,8,0.9373463836011733,42.65198251276761
1.0,94.19707204829714,7,83.09687261616277,0.3281085611065191,0.4,16.15217079625013,11,4,20,4,5,2,0.6621564968139122,69.51865597385228
0.7,92.0986814124264,68,100.71191726098064,0.4390022174900057,0.95,47.475530846089235,16,3,78,17,2,1,0.6133811499377189,51.28898348445578
0.55,28.84135594456889,61,191.66332692786017,0.8866131428716211,0.4,48.091655477891365,3,3,73,34,4,7,0.9709292139685797,43.71908715859912
1.0,13.547582660832667,50,57.214803068938465,0.7340571043302002,0.75,21.337624232080465,19,3,63,26,5,4,0.30372137216063966,39.31226768400378
0.7,76.7177837515686,62,273.85821349738507,0.6678819385013619,0.75,32.946063911391946,9,2,70,15,6,0,0.7921129329376406,47.22363772677336
0.85,84.4849235214238,67,139.83435748184274,0.4712602108817334,0.95,40.92365822548127,0,3,75,16,4,5,0.8548570325786133,59.36995231847031
0.7,97.10781093562197,77,97.67304994479852,0.0018299471496834308,0.95,41.047735126700914,3,4,79,32,7,2,0.5908452138388307,45.98479410706062
0.85,90.08527546794797,15,229.6593994642797,0.3405507114390913,0.75,1.692053689847112,12,0,19,5,6,7,0.2051805416960426,66.34519689502557
0.55,64.04812913857734,23,4.903999570857797,0.8131920399794735,0.95,31.82166801928053,5,1,37,15,7,5,0.6194692049114554,66.6448435299717
